NOWL/0/Outbound/1/MTWRF
Market St & Noe St,Market St & Noe St,21677,22877,24077,25277,26537,27697,28316,28916,29816,30697,31597,32497,33337,34057,34777,35497,36217,36937,37657,38377,39097,39817,40537,41257,41977,42697,43417,44137,44857,45577,46297,47017,47737,48457,49177,49897,50617,51337,52057,52777,53497,54236,54956,55676,56396,57116,57836,58556,59276,59996,60716,61436,62156,62876,63596,64297,65017,65797,66697,67597,68497,69397,70277,71177,72077,73277,74477,75677,76877,78077,79277,
Market St & Sanchez St,Market St & Sanchez St,21759,22959,24159,25359,26619,27800,28440,29040,29940,30800,31700,32600,33440,34160,34880,35600,36320,37040,37760,38480,39200,39920,40640,41360,42080,42800,43520,44240,44960,45680,46400,47120,47840,48560,49280,50000,50720,51440,52160,52880,53600,54360,55080,55800,56520,57240,57960,58680,59400,60120,60840,61560,62280,63000,63720,64400,65120,65900,66800,67700,68600,69500,70359,71259,72159,73359,74559,75759,76959,78159,79359,
Market St & Church St,Market St & Church St,21840,23040,24240,25440,26700,27900,28560,29160,30060,30900,31800,32700,33540,34260,34980,35700,36420,37140,37860,38580,39300,40020,40740,41460,42180,42900,43620,44340,45060,45780,46500,47220,47940,48660,49380,50100,50820,51540,52260,52980,53700,54480,55200,55920,56640,57360,58080,58800,59520,60240,60960,61680,62400,63120,63840,64500,65220,66000,66900,67800,68700,69600,70440,71340,72240,73440,74640,75840,77040,78240,79440,
Market St & Dolores St,Market St & Dolores St,21916,23116,24316,25516,26776,27976,28648,29248,30148,31001,31901,32788,33628,34348,35068,35788,36508,37228,37948,38668,39388,40108,40828,41548,42268,42988,43708,44428,45148,45868,46588,47308,48028,48748,49468,50188,50908,51628,52348,53068,53788,54568,55288,56008,56728,57448,58168,58888,59608,60328,61048,61768,62488,63208,63928,64588,65308,66088,66988,67888,68788,69688,70528,71428,72316,73516,74716,75916,77116,78316,79516,
Market St & Guerrero St,Market St & Guerrero St,21993,23193,24393,25593,26853,28053,28738,29338,30238,31104,32004,32878,33718,34438,35158,35878,36598,37318,38038,38758,39478,40198,40918,41638,42358,43078,43798,44518,45238,45958,46678,47398,48118,48838,49558,50278,50998,51718,52438,53158,53878,54658,55378,56098,56818,57538,58258,58978,59698,60418,61138,61858,62578,63298,64018,64678,65398,66178,67078,67978,68878,69778,70618,71518,72393,73593,74793,75993,77193,78393,79593,
Market St & Gough St,Market St & Gough St,22100,23300,24500,25700,26960,28160,28863,29463,30363,31247,32147,33003,33843,34563,35283,36003,36723,37443,38163,38883,39603,40323,41043,41763,42483,43203,43923,44643,45363,46083,46803,47523,48243,48963,49683,50403,51123,51843,52563,53283,54003,54783,55503,56223,56943,57663,58383,59103,59823,60543,61263,61983,62703,63423,64143,64803,65523,66303,67203,68103,69003,69903,70743,71643,72500,73700,74900,76100,77300,78500,79700,
Market St & South Van Ness Ave,Market St & South Van Ness Ave,22200,23400,24600,25800,27060,28260,28980,29580,30480,31380,32280,33120,33960,34680,35400,36120,36840,37560,38280,39000,39720,40440,41160,41880,42600,43320,44040,44760,45480,46200,46920,47640,48360,49080,49800,50520,51240,51960,52680,53400,54120,54900,55620,56340,57060,57780,58500,59220,59940,60660,61380,62100,62820,63540,64260,64920,65640,66420,67320,68220,69120,70020,70860,71760,72600,73800,75000,76200,77400,78600,79800,
Market St & 9th St,Market St & 9th St,22306,23506,24706,25933,27193,28393,29113,29713,30613,31513,32413,33253,34093,34813,35533,36253,36973,37693,38413,39133,39853,40573,41293,42013,42733,43453,44173,44893,45613,46333,47053,47773,48493,49213,49933,50653,51373,52093,52813,53533,54253,55033,55753,56473,57193,57913,58633,59353,60073,60793,61513,62233,62953,63673,64393,65053,65773,66553,67453,68353,69226,70126,70966,71866,72706,73906,75106,76306,77506,78706,79906,
Market St & 8th St,Market St & 8th St,22360,23560,24760,26000,27260,28460,29180,29780,30680,31580,32480,33320,34160,34880,35600,36320,37040,37760,38480,39200,39920,40640,41360,42080,42800,43520,44240,44960,45680,46400,47120,47840,48560,49280,50000,50720,51440,52160,52880,53600,54320,55100,55820,56540,57260,57980,58700,59420,60140,60860,61580,62300,63020,63740,64460,65120,65840,66620,67520,68420,69280,70180,71020,71920,72760,73960,75160,76360,77560,78760,79960,
Market St & 7th St,Market St & 7th St,22440,23640,24840,26100,27360,28560,29280,29880,30780,31680,32580,33420,34260,34980,35700,36420,37140,37860,38580,39300,40020,40740,41460,42180,42900,43620,44340,45060,45780,46500,47220,47940,48660,49380,50100,50820,51540,52260,52980,53700,54420,55200,55920,56640,57360,58080,58800,59520,60240,60960,61680,62400,63120,63840,64560,65220,65940,66720,67620,68520,69360,70260,71100,72000,72840,74040,75240,76440,77640,78840,80040,
Market St & 6th St,Market St & 6th St,22518,23718,24937,26197,27457,28657,29377,29977,30897,31797,32697,33537,34377,35097,35817,36537,37257,37977,38697,39417,40137,40857,41577,42297,43017,43737,44457,45177,45897,46617,47337,48057,48777,49497,50217,50937,51657,52377,53097,53817,54537,55317,56037,56757,57477,58197,58917,59637,60357,61077,61797,62517,63237,63957,64677,65337,66057,66837,67737,68617,69457,70357,71197,72097,72937,74137,75337,76518,77718,78918,80118,
Market St & 5th St,Market St & 5th St,22598,23798,25037,26297,27557,28757,29477,30077,31017,31917,32817,33657,34497,35217,35937,36657,37377,38097,38817,39537,40257,40977,41697,42417,43137,43857,44577,45297,46017,46737,47457,48177,48897,49617,50337,51057,51777,52497,53217,53937,54657,55437,56157,56877,57597,58317,59037,59757,60477,61197,61917,62637,63357,64077,64797,65457,66177,66957,67857,68717,69557,70457,71297,72197,73037,74237,75437,76598,77798,78998,80198,
Market St & 4th St,Market St & 4th St,22680,23880,25140,26400,27660,28860,29580,30180,31140,32040,32940,33780,34620,35340,36060,36780,37500,38220,38940,39660,40380,41100,41820,42540,43260,43980,44700,45420,46140,46860,47580,48300,49020,49740,50460,51180,51900,52620,53340,54060,54780,55560,56280,57000,57720,58440,59160,59880,60600,61320,62040,62760,63480,64200,64920,65580,66300,67080,67980,68820,69660,70560,71400,72300,73140,74340,75540,76680,77880,79080,80280,
Market St & 3rd St,Market St & 3rd St,22763,23984,25244,26504,27785,28985,29705,30326,31286,32186,33107,33947,34787,35486,36206,36926,37625,38345,39065,39785,40505,41225,41945,42665,43385,44105,44825,45545,46265,46985,47705,48425,49145,49865,50585,51305,52025,52745,53465,54185,54905,55685,56405,57125,57845,58565,59306,60026,60746,61466,62186,62885,63605,64325,65045,65705,66425,67184,68084,68924,69764,70664,71504,72404,73223,74423,75623,76763,77963,79163,80363,
Market St & New Montgomery St,Market St & New Montgomery St,22812,24045,25305,26565,27859,29059,29779,30412,31372,32272,33205,34045,34885,35572,36292,37012,37699,38419,39139,39859,40579,41299,42019,42739,43459,44179,44899,45619,46339,47059,47779,48499,49219,49939,50659,51379,52099,52819,53539,54259,54979,55759,56479,57199,57919,58639,59392,60112,60832,61552,62272,62959,63679,64399,65119,65779,66499,67245,68145,68985,69825,70725,71565,72465,73272,74472,75672,76812,78012,79212,80412,
Market St & 1st St,Market St & 1st St,22920,24180,25440,26700,28020,29220,29940,30600,31560,32460,33420,34260,35100,35760,36480,37200,37860,38580,39300,40020,40740,41460,42180,42900,43620,44340,45060,45780,46500,47220,47940,48660,49380,50100,50820,51540,52260,52980,53700,54420,55140,55920,56640,57360,58080,58800,59580,60300,61020,61740,62460,63120,63840,64560,65280,65940,66660,67380,68280,69120,69960,70860,71700,72600,73380,74580,75780,76920,78120,79320,80520,
Market St & Main St,Market St & Main St,23027,24287,25547,26834,28154,29354,30074,30761,31721,32648,33608,34421,35261,35921,36641,37361,38021,38741,39461,40181,40901,41621,42341,43061,43781,44501,45221,45941,46661,47381,48101,48821,49541,50261,50981,51701,52421,53141,53861,54581,55301,56108,56828,57548,58268,58988,59768,60488,61208,61928,62648,63308,64028,64721,65441,66074,66794,67514,68414,69254,70067,70967,71807,72707,73487,74687,75887,77000,78200,79400,80600,
Don Chee Way/Steuart St,Don Chee Way/Steuart St,23160,24420,25680,27000,28320,29520,30240,30960,31920,32880,33840,34620,35460,36120,36840,37560,38220,38940,39660,40380,41100,41820,42540,43260,43980,44700,45420,46140,46860,47580,48300,49020,49740,50460,51180,51900,52620,53340,54060,54780,55500,56340,57060,57780,58500,59220,60000,60720,61440,62160,62880,63540,64260,64920,65640,66240,66960,67680,68580,69420,70200,71100,71940,72840,73620,74820,76020,77100,78300,79500,80700,
The Embarcadero & Ferry Building,The Embarcadero & Ferry Building,23188,24451,25715,27035,28355,29559,30279,30999,31962,32922,33882,34662,35502,36162,36882,37602,38262,38982,39702,40422,41142,41862,42582,43302,44022,44742,45462,46182,46902,47622,48342,49062,49782,50502,51222,51942,52662,53382,54102,54822,55542,56382,57102,57822,58542,59262,60039,60759,61479,62199,62919,63579,64299,64959,65679,66279,66999,67719,68615,69455,70235,71135,71971,72871,73651,74851,76051,77131,78331,79531,80728,
The Embarcadero & Washington St,The Embarcadero & Washington St,23252,24523,25795,27115,28435,29648,30368,31088,32059,33019,33979,34759,35599,36259,36979,37699,38359,39079,39799,40519,41239,41959,42679,43399,44119,44839,45559,46279,46999,47719,48439,49159,49879,50599,51319,52039,52759,53479,54199,54919,55639,56479,57199,57919,58639,59359,60128,60848,61568,62288,63008,63668,64388,65048,65768,66368,67088,67808,68695,69535,70315,71215,72043,72943,73723,74923,76123,77203,78403,79603,80792,
The Embarcadero & Broadway,The Embarcadero & Broadway,23322,24602,25883,27203,28523,29745,30465,31185,32165,33125,34085,34865,35705,36365,37085,37805,38465,39185,39905,40625,41345,42065,42785,43505,44225,44945,45665,46385,47105,47825,48545,49265,49985,50705,51425,52145,52865,53585,54305,55025,55745,56585,57305,58025,58745,59465,60225,60945,61665,62385,63105,63765,64485,65145,65865,66465,67185,67905,68783,69623,70403,71303,72122,73022,73802,75002,76202,77282,78482,79682,80862,
The Embarcadero & Green St,The Embarcadero & Green St,23370,24656,25943,27263,28583,29811,30531,31251,32238,33198,34158,34938,35778,36438,37158,37878,38538,39258,39978,40698,41418,42138,42858,43578,44298,45018,45738,46458,47178,47898,48618,49338,50058,50778,51498,52218,52938,53658,54378,55098,55818,56658,57378,58098,58818,59538,60291,61011,61731,62451,63171,63831,64551,65211,65931,66531,67251,67971,68843,69683,70463,71363,72176,73076,73856,75056,76256,77336,78536,79736,80910,
The Embarcadero & Greenwich St,The Embarcadero & Greenwich St,23426,24719,26014,27334,28654,29889,30609,31329,32323,33283,34243,35023,35863,36523,37243,37963,38623,39343,40063,40783,41503,42223,42943,43663,44383,45103,45823,46543,47263,47983,48703,49423,50143,50863,51583,52303,53023,53743,54463,55183,55903,56743,57463,58183,58903,59623,60369,61089,61809,62529,63249,63909,64629,65289,66009,66609,67329,68049,68914,69754,70534,71434,72239,73139,73919,75119,76319,77399,78599,79799,80966,
Embarcadero & Sansome St,Embarcadero & Sansome St,23484,24785,26087,27407,28727,29970,30690,31410,32411,33371,34331,35111,35951,36611,37331,38051,38711,39431,40151,40871,41591,42311,43031,43751,44471,45191,45911,46631,47351,48071,48791,49511,50231,50951,51671,52391,53111,53831,54551,55271,55991,56831,57551,58271,58991,59711,60450,61170,61890,62610,63330,63990,64710,65370,66090,66690,67410,68130,68987,69827,70607,71507,72305,73205,73985,75185,76385,77465,78665,79865,81024,
The Embarcadero & Bay St,The Embarcadero & Bay St,23554,24863,26174,27494,28814,30066,30786,31506,32516,33476,34436,35216,36056,36716,37436,38156,38816,39536,40256,40976,41696,42416,43136,43856,44576,45296,46016,46736,47456,48176,48896,49616,50336,51056,51776,52496,53216,53936,54656,55376,56096,56936,57656,58376,59096,59816,60546,61266,61986,62706,63426,64086,64806,65466,66186,66786,67506,68226,69074,69914,70694,71594,72383,73283,74063,75263,76463,77543,78743,79943,81094,
The Embarcadero & Stockton St,The Embarcadero & Stockton St,23640,24960,26280,27600,28920,30180,30900,31620,32640,33600,34560,35340,36180,36840,37560,38280,38940,39660,40380,41100,41820,42540,43260,43980,44700,45420,46140,46860,47580,48300,49020,49740,50460,51180,51900,52620,53340,54060,54780,55500,56220,57060,57780,58500,59220,59940,60660,61380,62100,62820,63540,64200,64920,65580,66300,66900,67620,68340,69180,70020,70800,71700,72480,73380,74160,75360,76560,77640,78840,80040,81180,
Jefferson St & Powell St,Jefferson St & Powell St,23730,25050,26370,27712,29032,30292,31012,31732,32752,33712,34672,35452,36292,36952,37672,38392,39052,39772,40492,41212,41932,42652,43372,44092,44812,45532,46252,46972,47692,48412,49132,49852,50572,51292,52012,52732,53452,54172,54892,55612,56332,57172,57892,58612,59332,60052,60772,61492,62212,62932,63652,64312,65032,65692,66412,67012,67732,68452,69292,70132,70912,71812,72592,73492,74272,75472,76672,77752,78952,80152,81270,
Jefferson St & Taylor St,Jefferson St & Taylor St,23793,25113,26433,27791,29111,30371,31091,31811,32831,33791,34751,35531,36371,37031,37751,38471,39131,39851,40571,41291,42011,42731,43451,44171,44891,45611,46331,47051,47771,48491,49211,49931,50651,51371,52091,52811,53531,54251,54971,55691,56411,57251,57971,58691,59411,60131,60851,61571,62291,63011,63731,64391,65111,65771,66491,67091,67811,68531,69371,70211,70991,71891,72671,73571,74351,75551,76751,77831,79031,80231,81333,
Jones St & Beach St,Jones St & Beach St,23880,25200,26520,27900,29220,30480,31200,31920,32940,33900,34860,35640,36480,37140,37860,38580,39240,39960,40680,41400,42120,42840,43560,44280,45000,45720,46440,47160,47880,48600,49320,50040,50760,51480,52200,52920,53640,54360,55080,55800,56520,57360,58080,58800,59520,60240,60960,61680,62400,63120,63840,64500,65220,65880,66600,67200,67920,68640,69480,70320,71100,72000,72780,73680,74460,75660,76860,77940,79140,80340,81420,
PH/0/Outbound/2/S
Powell St & Market St,Powell St & Market St,null,25200,null,26400,27600,28800,30000,30900,31800,32700,33600,34500,null,35400,36300,37020,37740,38460,39180,39900,null,40500,41100,41700,null,42300,null,42900,43500,44040,null,44580,45000,45420,45840,46260,46680,47100,47520,47940,48360,48780,49200,49620,50040,50460,50880,51300,51720,52140,52560,52980,53400,53820,54240,54660,55080,55500,55920,56340,56760,57180,57600,58020,58440,58860,59280,59700,60120,60540,60960,61380,61800,62220,62640,63060,63480,63900,64320,64740,65160,65580,66000,66420,66840,67260,67680,68100,68640,68940,69360,69780,70200,70620,71040,71460,72000,72300,72600,73200,73500,73920,74580,75300,76080,76980,78000,79200,80400,81600,82800,83460,84660,
Powell St & O'Farrell St,Powell St & O'Farrell St,null,25281,null,26481,27681,28881,30081,30981,31881,32781,33681,34581,null,35481,36399,37119,37839,38559,39279,39999,null,40599,41199,41799,null,42399,null,42999,43599,44139,null,44679,45099,45519,45939,46359,46779,47199,47619,48039,48459,48879,49299,49719,50139,50559,50979,51399,51819,52239,52659,53079,53499,53919,54339,54759,55179,55599,56019,56439,56859,57279,57708,58128,58548,58968,59388,59808,60228,60648,61068,61488,61908,62328,62748,63168,63588,64008,64428,64848,65268,65688,66108,66528,66948,67368,67788,68208,68748,69048,69468,69888,70308,70728,71148,71568,72108,72408,72708,73308,73608,74028,74661,75381,76161,77061,78081,79281,80481,81681,82881,83541,84741,
Powell St & Geary St,Powell St & Geary St,null,25321,null,26521,27721,28921,30121,31021,31921,32821,33721,34621,null,35521,36448,37168,37888,38608,39328,40048,null,40648,41248,41848,null,42448,null,43048,43648,44188,null,44728,45148,45568,45988,46408,46828,47248,47668,48088,48508,48928,49348,49768,50188,50608,51028,51448,51868,52288,52708,53128,53548,53968,54388,54808,55228,55648,56068,56488,56908,57328,57762,58182,58602,59022,59442,59862,60282,60702,61122,61542,61962,62382,62802,63222,63642,64062,64482,64902,65322,65742,66162,66582,67002,67422,67842,68262,68802,69102,69522,69942,70362,70782,71202,71622,72162,72462,72762,73362,73662,74082,74701,75421,76201,77101,78121,79321,80521,81721,82921,83581,84781,
Powell St & Post St,Powell St & Post St,null,25360,null,26560,27760,28960,30160,31060,31960,32860,33760,34660,null,35560,36496,37216,37936,38656,39376,40096,null,40696,41296,41896,null,42496,null,43096,43696,44236,null,44776,45196,45616,46036,46456,46876,47296,47716,48136,48556,48976,49396,49816,50236,50656,51076,51496,51916,52336,52756,53176,53596,54016,54436,54856,55276,55696,56116,56536,56956,57376,57814,58234,58654,59074,59494,59914,60334,60754,61174,61594,62014,62434,62854,63274,63694,64114,64534,64954,65374,65794,66214,66634,67054,67474,67894,68314,68855,69154,69574,69994,70414,70834,71254,71674,72214,72515,72814,73414,73715,74134,74740,75460,76240,77140,78160,79360,80560,81760,82960,83620,84820,
Powell St & Sutter St,Powell St & Sutter St,null,25400,null,26600,27800,29000,30200,31100,32000,32900,33800,34700,null,35600,36545,37265,37985,38705,39425,40145,null,40745,41345,41945,null,42545,null,43145,43745,44285,null,44825,45245,45665,46085,46505,46925,47345,47765,48185,48605,49025,49445,49865,50285,50705,51125,51545,51965,52385,52805,53225,53645,54065,54485,54905,55325,55745,56165,56585,57005,57425,57867,58287,58707,59127,59547,59967,60387,60807,61227,61647,62067,62487,62907,63327,63747,64167,64587,65007,65427,65847,66267,66687,67107,67527,67947,68367,68908,69207,69627,70047,70467,70887,71307,71727,72267,72568,72867,73467,73768,74187,74780,75500,76280,77180,78200,79400,80600,81800,83000,83660,84860,
Powell St & Bush St,Powell St & Bush St,null,25445,null,26645,27845,29045,30245,31145,32045,32945,33845,34745,null,35645,36600,37320,38040,38760,39480,40200,null,40800,41400,42000,null,42600,null,43200,43800,44340,null,44880,45300,45720,46140,46560,46980,47400,47820,48240,48660,49080,49500,49920,50340,50760,51180,51600,52020,52440,52860,53280,53700,54120,54540,54960,55380,55800,56220,56640,57060,57480,57927,58347,58767,59187,59607,60027,60447,60867,61287,61707,62127,62547,62967,63387,63807,64227,64647,65067,65487,65907,66327,66747,67167,67587,68007,68427,68968,69267,69687,70107,70527,70947,71367,71787,72327,72628,72927,73527,73828,74247,74825,75545,76325,77225,78245,79445,80645,81845,83045,83705,84905,
Powell St & Pine St,Powell St & Pine St,null,25484,null,26684,27884,29084,30284,31184,32084,32984,33884,34784,null,35684,36648,37368,38088,38808,39528,40248,null,40848,41448,42048,null,42648,null,43248,43848,44388,null,44928,45348,45768,46188,46608,47028,47448,47868,48288,48708,49128,49548,49968,50388,50808,51228,51648,52068,52488,52908,53328,53748,54168,54588,55008,55428,55848,56268,56688,57108,57528,57980,58400,58820,59240,59660,60080,60500,60920,61340,61760,62180,62600,63020,63440,63860,64280,64700,65120,65540,65960,66380,66800,67220,67640,68060,68480,69021,69320,69740,70160,70580,71000,71420,71840,72380,72681,72980,73580,73881,74300,74864,75584,76364,77264,78284,79484,80684,81884,83084,83745,84945,
Powell St & California St,Powell St & California St,null,25534,null,26734,27934,29134,30334,31234,32134,33034,33934,34834,null,35734,36710,37430,38150,38870,39590,40310,null,40910,41510,42110,null,42710,null,43310,43910,44450,null,44990,45410,45830,46250,46670,47090,47510,47930,48350,48770,49190,49610,50030,50450,50870,51290,51710,52130,52550,52970,53390,53810,54230,54650,55070,55490,55910,56330,56750,57170,57590,58047,58467,58887,59307,59727,60147,60567,60987,61407,61827,62247,62667,63087,63507,63927,64347,64767,65187,65607,66027,66447,66867,67287,67707,68127,68547,69089,69387,69807,70227,70647,71067,71487,71907,72447,72749,73047,73647,73949,74367,74914,75634,76414,77314,78334,79534,80734,81934,83134,83796,84996,
Powell St & Sacramento St,Powell St & Sacramento St,null,25558,null,26758,27958,29158,30358,31258,32158,33058,33958,34858,null,35758,36740,37460,38180,38900,39620,40340,null,40940,41540,42140,null,42740,null,43340,43940,44480,null,45020,45440,45860,46280,46700,47120,47540,47960,48380,48800,49220,49640,50060,50480,50900,51320,51740,52160,52580,53000,53420,53840,54260,54680,55100,55520,55940,56360,56780,57200,57620,58080,58500,58920,59340,59760,60180,60600,61020,61440,61860,62280,62700,63120,63540,63960,64380,64800,65220,65640,66060,66480,66900,67320,67740,68160,68580,69122,69420,69840,70260,70680,71100,71520,71940,72480,72782,73080,73680,73982,74400,74938,75658,76438,77338,78358,79558,80758,81958,83158,83821,85021,
Powell St & Clay St,Powell St & Clay St,null,25595,null,26795,27995,29195,30395,31295,32195,33095,33995,34895,null,35795,36785,37505,38225,38945,39665,40385,null,40985,41585,42185,null,42785,null,43385,43985,44525,null,45065,45485,45905,46325,46745,47165,47585,48005,48425,48845,49265,49685,50105,50525,50945,51365,51785,52205,52625,53045,53465,53885,54305,54725,55145,55565,55985,56405,56825,57245,57665,58130,58550,58970,59390,59810,60230,60650,61070,61490,61910,62330,62750,63170,63590,64010,64430,64850,65270,65690,66110,66530,66950,67370,67790,68210,68630,69172,69470,69890,70310,70730,71150,71570,71990,72530,72832,73130,73730,74032,74450,74975,75695,76475,77375,78395,79595,80795,81995,83195,83858,85058,
Powell St & Jackson St,Powell St & Jackson St,null,25653,null,26853,28053,29253,30453,31353,32253,33153,34053,34953,null,35853,36856,37576,38296,39016,39736,40456,null,41056,41656,42256,null,42856,null,43456,44056,44596,null,45136,45556,45976,46396,46816,47236,47656,48076,48496,48916,49336,49756,50176,50596,51016,51436,51856,52276,52696,53116,53536,53956,54376,54796,55216,55636,56056,56476,56896,57316,57736,58208,58628,59048,59468,59888,60308,60728,61148,61568,61988,62408,62828,63248,63668,64088,64508,64928,65348,65768,66188,66608,67028,67448,67868,68288,68708,69251,69548,69968,70388,70808,71228,71648,72068,72608,72911,73208,73808,74111,74528,75033,75753,76533,77433,78453,79653,80853,82053,83253,83917,85117,
Jackson St & Mason St,Jackson St & Mason St,23880,25740,25380,26940,28140,29340,30540,31440,32340,33240,34140,35040,35400,35940,36960,37680,38400,39120,39840,40560,40080,41160,41760,42360,42000,42960,42720,43560,44160,44700,44400,45240,45660,46080,46500,46920,47340,47760,48180,48600,49020,49440,49860,50280,50700,51120,51540,51960,52380,52800,53220,53640,54060,54480,54900,55320,55740,56160,56580,57000,57420,57840,58320,58740,59160,59580,60000,60420,60840,61260,61680,62100,62520,62940,63360,63780,64200,64620,65040,65460,65880,66300,66720,67140,67560,67980,68400,68820,69360,69660,70080,70500,70920,71340,71760,72180,72720,73020,73320,73920,74220,74640,75120,75840,76620,77520,78540,79740,80940,82140,83340,84000,85200,
Jackson St & Taylor St,Jackson St & Taylor St,23920,25776,25420,26976,28176,29376,30576,31476,32376,33276,34176,35076,35440,35976,36996,37716,38436,39156,39876,40596,40124,41196,41796,42405,42044,43005,42764,43605,44205,44745,44444,45285,45705,46125,46545,46965,47385,47805,48225,48645,49065,49485,49905,50325,50745,51165,51585,52005,52425,52845,53265,53685,54105,54525,54945,55365,55785,56205,56625,57045,57465,57885,58365,58785,59205,59625,60045,60465,60885,61305,61725,62145,62565,62985,63405,63825,64245,64665,65085,65501,65921,66341,66761,67181,67601,68021,68441,68861,null,69701,70121,70541,70961,71381,71801,72221,72761,null,73361,73961,null,74681,75156,75876,76656,77556,78576,79776,80976,82176,83376,null,null,
Jackson St & Jones St,Jackson St & Jones St,23960,25816,25460,27016,28216,29416,30616,31516,32416,33316,34216,35116,35480,36016,37036,37756,38476,39196,39916,40636,40168,41236,41836,42454,42088,43054,42808,43654,44254,44794,44488,45334,45754,46174,46594,47014,47434,47854,48274,48694,49114,49534,49954,50374,50794,51214,51634,52054,52474,52894,53314,53734,54154,54574,54994,55414,55834,56254,56674,57094,57514,57934,58414,58834,59254,59674,60094,60514,60934,61354,61774,62194,62614,63034,63454,63874,64294,64714,65134,65545,65965,66385,66805,67225,67645,68065,68485,68905,null,69745,70165,70585,71005,71425,71845,72265,72805,null,73405,74005,null,74725,75196,75916,76696,77596,78616,79816,81016,82216,83416,null,null,
Jackson St & Leavenworth St,Jackson St & Leavenworth St,23997,25853,25497,27053,28253,29453,30653,31553,32453,33353,34253,35153,35517,36053,37073,37793,38513,39233,39953,40673,40209,41273,41873,42499,42129,43099,42849,43699,44299,44839,44529,45379,45799,46219,46639,47059,47479,47899,48319,48739,49159,49579,49999,50419,50839,51259,51679,52099,52519,52939,53359,53779,54199,54619,55039,55459,55879,56299,56719,57139,57559,57979,58459,58879,59299,59719,60139,60559,60979,61399,61819,62239,62659,63079,63499,63919,64339,64759,65179,65586,66006,66426,66846,67266,67686,68106,68526,68946,null,69786,70206,70626,71046,71466,71886,72306,72846,null,73446,74046,null,74766,75233,75953,76733,77633,78653,79853,81053,82253,83453,null,null,
Jackson St & Hyde St,Jackson St & Hyde St,24037,25893,25537,27093,28293,29493,30693,31593,32493,33393,34293,35193,35557,36093,37113,37833,38553,39273,39993,40713,40253,41313,41913,42548,42173,43148,42893,43748,44348,44888,44573,45428,45848,46268,46688,47108,47528,47948,48368,48788,49208,49628,50048,50468,50888,51308,51728,52148,52568,52988,53408,53828,54248,54668,55088,55508,55928,56348,56768,57188,57608,58028,58508,58928,59348,59768,60188,60608,61028,61448,61868,62288,62708,63128,63548,63968,64388,64808,65228,65630,66050,66470,66890,67310,67730,68150,68570,68990,null,69830,70250,70670,71090,71510,71930,72350,72890,null,73490,74090,null,74810,75273,75993,76773,77673,78693,79893,81093,82293,83493,null,null,
Hyde St & Pacific Ave,Hyde St & Pacific Ave,24065,25921,25565,27121,28321,29521,30721,31621,32521,33421,34321,35221,35585,36121,37141,37861,38581,39301,40021,40741,40284,41341,41941,42583,42204,43183,42924,43783,44383,44923,44604,45463,45883,46303,46723,47143,47563,47983,48403,48823,49243,49663,50083,50503,50923,51343,51763,52183,52603,53023,53443,53863,54283,54703,55123,55543,55963,56383,56803,57223,57643,58063,58543,58963,59383,59803,60223,60643,61063,61483,61903,62323,62743,63163,63583,64003,64423,64843,65263,65661,66081,66501,66921,67341,67761,68181,68601,69021,null,69861,70281,70701,71121,71541,71961,72381,72921,null,73521,74121,null,74841,75301,76021,76801,77701,78721,79921,81121,82321,83521,null,null,
Hyde St & Broadway,Hyde St & Broadway,24094,25950,25594,27150,28350,29550,30750,31650,32550,33450,34350,35250,35614,36150,37170,37890,38610,39330,40050,40770,40316,41370,41970,42619,42236,43219,42956,43819,44419,44959,44636,45499,45919,46339,46759,47179,47599,48019,48439,48859,49279,49699,50119,50539,50959,51379,51799,52219,52639,53059,53479,53899,54319,54739,55159,55579,55999,56419,56839,57259,57679,58099,58579,58999,59419,59839,60259,60679,61099,61519,61939,62359,62779,63199,63619,64039,64459,64879,65299,65694,66114,66534,66954,67374,67794,68214,68634,69054,null,69894,70314,70734,71154,71574,71994,72414,72954,null,73554,74154,null,74874,75330,76050,76830,77730,78750,79950,81150,82350,83550,null,null,
Hyde St & Vallejo St,Hyde St & Vallejo St,24128,25984,25628,27184,28384,29584,30784,31684,32584,33484,34384,35284,35648,36184,37204,37924,38644,39364,40084,40804,40354,41404,42004,42661,42274,43261,42994,43861,44461,45001,44674,45541,45961,46381,46801,47221,47641,48061,48481,48901,49321,49741,50161,50581,51001,51421,51841,52261,52681,53101,53521,53941,54361,54781,55201,55621,56041,56461,56881,57301,57721,58141,58621,59041,59461,59881,60301,60721,61141,61561,61981,62401,62821,63241,63661,64081,64501,64921,65341,65732,66152,66572,66992,67412,67832,68252,68672,69092,null,69932,70352,70772,71192,71612,72032,72452,72992,null,73592,74192,null,74912,75364,76084,76864,77764,78784,79984,81184,82384,83584,null,null,
